customer_field;biqh_import_field;description;biqh_column_data_type;biqh_table_schema;biqh_parent_table_name;biqh_parent_column_name;biqh_relation_table_name;biqh_relation_column_name;biqh_relation_column_value;biqh_relation_column_data_type;biqh_link_table_name;remarks
Conv4YBASpread;ConventionalBidAskSpread4y;;decimal(38.15);dbo;Curve;ConventionalBidAskSpread;Tenor;Code;4Y;nvarchar(50);Listing;
Conv4YBA1WMA;ConventionalBidAskSpread4y1w;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv4YBA1MMA;ConventionalBidAskSpread4y1m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv4YBA2MMA;ConventionalBidAskSpread4y2m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
4YUniquePP;UniquePricePoint4y;;int;dbo;Curve;UniquePricePoint;Tenor;Code;4Y;nvarchar(50);Listing;
4YUniquePP1WMA;UniquePricePoint4y1w;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
4YUniquePP1MMA;UniquePricePoint4y1m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
4YUniquePP2MMA;UniquePricePoint4y2m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
4YDealersCount;DealerQuoteSizeTenor4y;;int;dbo;Curve;DealerQuoteSizeTenor;Tenor;Code;4Y;nvarchar(50);Listing;
DC4Y1WMA;DealerQuoteSizeTenor4y1w;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC4Y1MMA;DealerQuoteSizeTenor4y1m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC4Y2MMA;DealerQuoteSizeTenor4y2m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
4YQuotesCount;QuoteSizeTenor4y;;int;dbo;Curve;QuoteSizeTenor;Tenor;Code;4Y;nvarchar(50);Listing;
QC4Y1WMA;QuoteSizeTenor4y1w;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC4Y1MMA;QuoteSizeTenor4y1m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC4Y2MMA;QuoteSizeTenor4y2m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODUpf5YMid;UpfrontValueMid5y;;decimal(38.15);dbo;Curve;UpfrontValueMid;Tenor;Code;5Y;nvarchar(50);Listing;
Upf5YBASpread;UpfrontBidAskSpread5y;;decimal(38.15);dbo;Curve;UpfrontBidAskSpread;Tenor;Code;5Y;nvarchar(50);Listing;
Upf5YBA1WMA;UpfrontBidAskSpread5y1w;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf5YBA1MMA;UpfrontBidAskSpread5y1m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf5YBA2MMA;UpfrontBidAskSpread5y2m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODConv5YMid;ConventionalSpreadMid5y;;decimal(38.15);dbo;Curve;ConventionalSpreadMid;Tenor;Code;5Y;nvarchar(50);Listing;
Conv5YBASpread;ConventionalBidAskSpread5y;;decimal(38.15);dbo;Curve;ConventionalBidAskSpread;Tenor;Code;5Y;nvarchar(50);Listing;
Conv5YBA1WMA;ConventionalBidAskSpread5y1w;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv5YBA1MMA;ConventionalBidAskSpread5y1m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv5YBA2MMA;ConventionalBidAskSpread5y2m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
5YUniquePP;UniquePricePoint5y;;int;dbo;Curve;UniquePricePoint;Tenor;Code;5Y;nvarchar(50);Listing;
5YUniquePP1WMA;UniquePricePoint5y1w;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
5YUniquePP1MMA;UniquePricePoint5y1m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
5YUniquePP2MMA;UniquePricePoint5y2m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
5YDealersCount;DealerQuoteSizeTenor5y;;int;dbo;Curve;DealerQuoteSizeTenor;Tenor;Code;5Y;nvarchar(50);Listing;
DC5Y1WMA;DealerQuoteSizeTenor5y1w;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC5Y1MMA;DealerQuoteSizeTenor5y1m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC5Y2MMA;DealerQuoteSizeTenor5y2m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
5YQuotesCount;QuoteSizeTenor5y;;int;dbo;Curve;QuoteSizeTenor;Tenor;Code;5Y;nvarchar(50);Listing;
QC5Y1WMA;QuoteSizeTenor5y1w;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC5Y1MMA;QuoteSizeTenor5y1m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC5Y2MMA;QuoteSizeTenor5y2m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODUpf7YMid;UpfrontValueMid7y;;decimal(38.15);dbo;Curve;UpfrontValueMid;Tenor;Code;7Y;nvarchar(50);Listing;
Upf7YBASpread;UpfrontBidAskSpread7y;;decimal(38.15);dbo;Curve;UpfrontBidAskSpread;Tenor;Code;7Y;nvarchar(50);Listing;
Upf7YBA1WMA;UpfrontBidAskSpread7y1w;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf7YBA1MMA;UpfrontBidAskSpread7y1m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf7YBA2MMA;UpfrontBidAskSpread7y2m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODConv7YMid;ConventionalSpreadMid7y;;decimal(38.15);dbo;Curve;ConventionalSpreadMid;Tenor;Code;7Y;nvarchar(50);Listing;
Conv7YBASpread;ConventionalBidAskSpread7y;;decimal(38.15);dbo;Curve;ConventionalBidAskSpread;Tenor;Code;7Y;nvarchar(50);Listing;
Conv7YBA1WMA;ConventionalBidAskSpread7y1w;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv7YBA1MMA;ConventionalBidAskSpread7y1m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv7YBA2MMA;ConventionalBidAskSpread7y2m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
7YUniquePP;UniquePricePoint7y;;int;dbo;Curve;UniquePricePoint;Tenor;Code;7Y;nvarchar(50);Listing;
7YUniquePP1WMA;UniquePricePoint7y1w;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
7YUniquePP1MMA;UniquePricePoint7y1m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
7YUniquePP2MMA;UniquePricePoint7y2m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
7YDealersCount;DealerQuoteSizeTenor7y;;int;dbo;Curve;DealerQuoteSizeTenor;Tenor;Code;7Y;nvarchar(50);Listing;
DC7Y1WMA;DealerQuoteSizeTenor7y1w;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC7Y1MMA;DealerQuoteSizeTenor7y1m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC7Y2MMA;DealerQuoteSizeTenor7y2m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
7YQuotesCount;QuoteSizeTenor7y;;int;dbo;Curve;QuoteSizeTenor;Tenor;Code;7Y;nvarchar(50);Listing;
QC7Y1WMA;QuoteSizeTenor7y1w;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC7Y1MMA;QuoteSizeTenor7y1m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC7Y2MMA;QuoteSizeTenor7y2m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODUpf10YMid;UpfrontValueMid10y;;decimal(38.15);dbo;Curve;UpfrontValueMid;Tenor;Code;10Y;nvarchar(50);Listing;
Upf10YBASpread;UpfrontBidAskSpread10y;;decimal(38.15);dbo;Curve;UpfrontBidAskSpread;Tenor;Code;10Y;nvarchar(50);Listing;
Upf10YBA1WMA;UpfrontBidAskSpread10y1w;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf10YBA1MMA;UpfrontBidAskSpread10y1m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Upf10YBA2MMA;UpfrontBidAskSpread10y2m;;decimal(38.15);dbo;QualityMonitor;UpfrontBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EODConv10YMid;ConventionalSpreadMid10y;;decimal(38.15);dbo;Curve;ConventionalSpreadMid;Tenor;Code;10Y;nvarchar(50);Listing;
Conv10YBASpread;ConventionalBidAskSpread10y;;decimal(38.15);dbo;Curve;ConventionalBidAskSpread;Tenor;Code;10Y;nvarchar(50);Listing;
Conv10YBA1WMA;ConventionalBidAskSpread10y1w;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv10YBA1MMA;ConventionalBidAskSpread10y1m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Conv10YBA2MMA;ConventionalBidAskSpread10y2m;;decimal(38.15);dbo;QualityMonitor;ConventionalBidAskSpread;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
10YUniquePP;UniquePricePoint10y;;int;dbo;Curve;UniquePricePoint;Tenor;Code;10Y;nvarchar(50);Listing;
10YUniquePP1WMA;UniquePricePoint10y1w;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
10YUniquePP1MMA;UniquePricePoint10y1m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
10YUniquePP2MMA;UniquePricePoint10y2m;;int;dbo;QualityMonitor;UniquePricePoint;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
10YDealersCount;DealerQuoteSizeTenor10y;;int;dbo;Curve;DealerQuoteSizeTenor;Tenor;Code;10Y;nvarchar(50);Listing;
DC10Y1WMA;DealerQuoteSizeTenor10y1w;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC10Y1MMA;DealerQuoteSizeTenor10y1m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
DC10Y2MMA;DealerQuoteSizeTenor10y2m;;int;dbo;QualityMonitor;DealerQuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
10YQuotesCount;QuoteSizeTenor10y;;int;dbo;Curve;QuoteSizeTenor;Tenor;Code;10Y;nvarchar(50);Listing;
QC10Y1WMA;QuoteSizeTenor10y1w;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC10Y1MMA;QuoteSizeTenor10y1m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QC10Y2MMA;QuoteSizeTenor10y2m;;int;dbo;QualityMonitor;QuoteSizeTenor;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
BidAskType5Y;BidAskMethod;;nvarchar(10);dbo;Curve;BidAskMethod;;;;;Listing;
DealersCountCurve;DealerQuoteSize;;int;dbo;Curve;DealerQuoteSize;;;;;Listing;
CurveDC1WMA;DealerQuoteSize1w;;int;dbo;QualityMonitor;DealerQuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
CurveDC1MMA;DealerQuoteSize1m;;int;dbo;QualityMonitor;DealerQuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
CurveDC2MMA;DealerQuoteSize2m;;int;dbo;QualityMonitor;DealerQuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
QuotesCountCurve;QuoteSize;;int;dbo;Curve;QuoteSize;;;;;Listing;
CurveQC1WMA;QuoteSize1w;;int;dbo;QualityMonitor;QuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
CurveQC1MMA;QuoteSize1m;;int;dbo;QualityMonitor;QuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
CurveQC2MMA;QuoteSize2m;;int;dbo;QualityMonitor;QuoteSize;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Total EOD Contr;ContributorsTotal;;int;dbo;Curve;ContributorsTotal;;;;;Listing;
CompositeDepth5y;CompositeDepth;;int;dbo;Curve;CompositeDepth;Tenor;Code;5Y;nvarchar(50);Listing;
Dep1WMA;CompositeDepth1w;;int;dbo;QualityMonitor;CompositeDepth;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Dep1MMA;CompositeDepth1m;;int;dbo;QualityMonitor;CompositeDepth;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Dep2MMA;CompositeDepth2m;;int;dbo;QualityMonitor;CompositeDepth;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
EstimatedNotional;NotionalEstimated;;int;dbo;Curve;NotionalEstimated;;;;;Listing;
CurveLiquidityScore;LiquidityScore;;int;dbo;Curve;LiquidityScore;;;;;Listing;
Liq1WMA;LiquidityScore1w;;int;dbo;QualityMonitor;LiquidityScore;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Liq1MMA;LiquidityScore1m;;int;dbo;QualityMonitor;LiquidityScore;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Liq2MMA;LiquidityScore2m;;int;dbo;QualityMonitor;LiquidityScore;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
Sec4LastUpdate;LastUpdateDateSection4;;date;dbo;Curve;LastUpdateDateSection4;;;;;Listing;
WklyGNSec4;GrossNotional1WeekSection4;;int;dbo;Curve;GrossNotional1WeekSection4;;;;;Listing;
GNSec1MMA;GrossNotional1MonthSection4;;decimal(38.15);dbo;QualityMonitor;GrossNotional1MonthSection4;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
GNSec2MMA;GrossNotional2MonthSection4;;decimal(38.15);dbo;QualityMonitor;GrossNotional2MonthSection4;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
WklyContrctSec4;NumberOfContracts1WeekSection4;;int;dbo;Curve;NumberOfContracts1WeekSection4;;;;;Listing;
ContrctSec1MMA;NumberOfContracts1MonthSection4;;decimal(38.15);dbo;QualityMonitor;NumberOfContracts1MonthSection4;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
ContrctSec2MMA;NumberOfContracts2MonthSection4;;decimal(38.15);dbo;QualityMonitor;NumberOfContracts2MonthSection4;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
GNXTrd;GrossNotional;;decimal(38.15);dbo;Curve;GrossNotional;;;;;Listing;
GNXTrd1MMA;GrossNotional1m;;decimal(38.15);dbo;QualityMonitor;GrossNotional;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
GNXTrd2MMA;GrossNotional2m;;decimal(38.15);dbo;QualityMonitor;GrossNotional;QualityMonitorType;Code;MA;nvarchar(50);CurveQualityMonitor;
